Match ID,Team 1,Team 2,Team 1 Score,Team 2 Score,Final Score,Winner,Status,Date,Time,Format,Tournament,Stage,Duration,Maps Played,Calculated Score,Match URL
353177,MIBR,LEVIATÁN,0,2,0:2,LEVIATÁN,Completed,"Sunday, June 23rd",2:30 AM IST,BO3,Champions Tour 2024: Americas Stage 2Regular Season:,"Week 1Sunday, June 23rd2:30 AM ISTPatch 8.11",,3,0:2,https://www.vlr.gg/353177/mibr-vs-leviat-n-champions-tour-2024-americas-stage-2-w1
